Song ID,Song Name,Link,Music Plat.,Artist Name,Artist Link,Artist ID,GD Downloadable State,UnscoutedSongIDs,NCS IDs,CHOMPO IDs,Total Rated Levels,Hyperlinked Name,Hyperlinked Username,Missing Song Detector
28549,PartiesOver/PizzaPieCircleJerk,https://www.newgrounds.com/audio/listen/28549,,BaronVonBadGuy,https://BaronVonBadGuy.newgrounds.com,NG569551,,,10010027,10012951,3,PartiesOver/PizzaPieCircleJerk,BaronVonBadGuy,
29483,Mario's pwnd Slide,https://www.newgrounds.com/audio/listen/29483,,m477zorz,https://m477zorz.newgrounds.com,NG1209132,,,10010028,10012952,2,Mario's pwnd Slide,m477zorz,
29728,Midnight Seige,https://www.newgrounds.com/audio/listen/29728,,Dimrain47,https://Dimrain47.newgrounds.com,NG1299683,,,10010029,10012953,2,Midnight Seige,Dimrain47,
30208,Twilight Techno,https://www.newgrounds.com/audio/listen/30208,,Dimrain47,https://Dimrain47.newgrounds.com,NG1299683,,,10010030,10012954,8,Twilight Techno,Dimrain47,
30304,In Dream,https://www.newgrounds.com/audio/listen/30304,,Dimrain47,https://Dimrain47.newgrounds.com,NG1299683,,,10010031,10012955,1,In Dream,Dimrain47,
30480,Frozen in Black and Silver,https://www.newgrounds.com/audio/listen/30480,,Dimrain47,https://Dimrain47.newgrounds.com,NG1299683,,,10010032,10012956,3,Frozen in Black and Silver,Dimrain47,
30653,Song: One,https://www.newgrounds.com/audio/listen/30653,,Debel,https://Debel.newgrounds.com,NG1044814,,,10010033,10012985,2,Song: One,Debel,
31214,The Final Hour,https://www.newgrounds.com/audio/listen/31214,,Dimrain47,https://Dimrain47.newgrounds.com,NG1299683,,,10010034,10012986,6,The Final Hour,Dimrain47,
32207,Forsaken Neon,https://www.newgrounds.com/audio/listen/32207,,Dimrain47,https://Dimrain47.newgrounds.com,NG1299683,,,10010035,10012987,24,Forsaken Neon,Dimrain47,
32772,-API- Paradise on E [REMIX],https://www.newgrounds.com/audio/listen/32772,,apimusic,https://apimusic.newgrounds.com,NG641410,,,10010036,10012988,28,-API- Paradise on E [REMIX],apimusic,
32811,Egyptian Panorama,https://www.newgrounds.com/audio/listen/32811,,Inoni-Bird,https://Inoni-Bird.newgrounds.com,NG1339200,,,10010037,,1,Egyptian Panorama,Inoni-Bird,
32880,Drip Being,https://www.newgrounds.com/audio/listen/32880,,quebecman,https://quebecman.newgrounds.com,NG590649,,,10010038,,1,Drip Being,quebecman,
33112,madness 6,https://www.newgrounds.com/audio/listen/33112,,cheshyre,https://cheshyre.newgrounds.com,NG911749,,,10010039,,1,madness 6,cheshyre,
33326,The Prototype,https://www.newgrounds.com/audio/listen/33326,,Dimrain47,https://Dimrain47.newgrounds.com,NG1299683,,,10010040,,8,The Prototype,Dimrain47,
33333,Falling asleep after work,https://www.newgrounds.com/audio/listen/33333,,crud,https://crud.newgrounds.com,NG652226,,,10010041,,4,Falling asleep after work,crud,
35135,Fractal,https://www.newgrounds.com/audio/listen/35135,,H3lix,https://H3lix.newgrounds.com,NG1364151,,,10010042,,1,Fractal,H3lix,
35268,Halloween Dance,https://www.newgrounds.com/audio/listen/35268,,DavidOrr,https://DavidOrr.newgrounds.com,NG1371695,,,10010043,,1,Halloween Dance,DavidOrr,
36317,Lirika (demo),https://www.newgrounds.com/audio/listen/36317,,Slavko,https://Slavko.newgrounds.com,NG1022160,,,10010044,,1,Lirika (demo),Slavko,
36355,-Techock -,https://www.newgrounds.com/audio/listen/36355,,Waterflame,https://Waterflame.newgrounds.com,NG489978,,,10010045,,2,-Techock -,Waterflame,
